song_idx,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
239,5bwHH2PDqIljBYT7xckpqs,Randy Newman,Little Criminals,Texas Girl at the Funeral of Her Father,22,163266,False,0.236,0.0125,2,-30.232,1,0.0395,0.974,0.0185,0.205,0.148,80.013,5,disney
240,6eKAvIPP8oo8uGwOGbe7CM,Rival Consoles,Sonne,Recovery,11,290201,False,0.456,0.461,2,-11.337,1,0.0593,0.0978,0.815,0.102,0.119,155.008,4,idm
241,5GJPqaqlCSN19ReZ3Hmue4,When Chai Met Toast,When We Feel Young,When We Feel Young,50,266393,False,0.573,0.7,4,-6.661,1,0.0271,0.267,0.0187,0.117,0.317,87.508,4,indie
242,6rABlESICCjObExXPLLU4k,JDS;Shadow Child,Nine Ways (Shadow Child Remix),Nine Ways - Shadow Child Remix,10,152114,False,0.575,0.883,1,-7.477,1,0.0372,0.000289,0.813,0.275,0.21,130.0,4,breakbeat
243,799XxzSlWNYkuWJxUbuGnF,Metallica,"Stranger Things: Soundtrack from the Netflix Series, Season 4",Master of Puppets,69,514479,False,0.538,0.868,4,-7.357,0,0.0377,0.000599,0.482,0.199,0.556,105.164,4,hard-rock
244,1l4na8umvWvqxRJcsV5Cha,Ten City,Foundation,You Must Be the One,8,241800,False,0.719,0.552,8,-14.615,1,0.0479,0.134,1.45e-05,0.268,0.765,120.347,4,chicago-house
245,3Dz8VohgvbYkf6OS99H0vT,Bryan Adams,Weihnachtssongs,Christmas Time,0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,singer-songwriter
246,7dF4hVClH6mxg5Ia0wi7jX,Yung Buda,Zero,Magika,44,246070,True,0.809,0.264,1,-11.249,1,0.0828,0.614,0.0442,0.295,0.197,132.04,4,brazil
247,3ro6Oub0I05PiAxcZFKaTY,OneRepublic,Arbeitsmusik Herbst/Winter 2022/2023,I Ain't Worried,0,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,piano
248,1tZC1ktebdhQSlhnFSetLk,Sonny Fodera;Vintage Culture;MKLA,Last Thought (feat. MKLA),Last Thought (feat. MKLA),53,238585,False,0.711,0.656,11,-8.262,0,0.0308,0.00762,0.398,0.121,0.0914,124.005,4,groove
249,5RZ2onkccYP8RbSamO0hXT,KAROL G;Camilo,Esto No Se Le Dedica A Cualquiera,CONTIGO VOY A MUERTE,4,219960,False,0.77,0.852,11,-2.593,1,0.0489,0.201,3.06e-06,0.0623,0.785,82.997,4,reggae
250,1DFD5Fotzgn6yYXkYsKiGs,MEDUZA;Goodboys,Piece Of Your Heart,Piece Of Your Heart,77,152913,False,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,4,edm
251,4k2AjlWruIygEiZyJEy01I,Os Paralamas Do Sucesso,Acústico (Live),Tendo A Lua - Ao Vivo,51,200826,False,0.492,0.794,5,-5.823,1,0.046,0.196,2.62e-06,0.873,0.683,167.815,4,alt-rock
252,3K33CSfFNzUegttunbqATx,Napalm Death,Smear Campaign,In Deference,13,194120,False,0.312,0.994,10,-4.093,1,0.129,5e-06,0.614,0.334,0.0484,90.814,4,grindcore
253,4UXZoNGOQ42aV5uXCkLuYm,Rory Block,I've Got A Rock In My Sock,Lovin' Whiskey,26,246773,False,0.675,0.366,2,-13.493,1,0.0759,0.719,0.00105,0.191,0.411,72.662,4,acoustic
254,7gyhWg9k5HkgWZq9V8nsrT,Everclear,Fiesta temática 90s,Santa Monica,0,191506,False,0.491,0.942,7,-5.333,1,0.109,0.156,0.0,0.367,0.398,100.441,4,metal
255,7BinuqowXzqQO2fEsYK5yN,OMNIA,Musick and Poëtree,Fee Ra Huri,50,227560,False,0.684,0.869,2,-6.994,1,0.0462,0.349,0.319,0.274,0.661,129.936,4,folk
256,6h5PAsRni4IRlxWr6uDPTP,Axwell /\ Ingrosso,More Than You Know,More Than You Know,80,203000,False,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,4,house
257,1LCHT9cYsrMSuOZ3occVg0,J Balvin;Bad Bunny;Marciano Cantero,Halloween con perreito,UN PESO,0,277106,False,0.627,0.675,5,-7.125,0,0.212,0.125,0.0,0.0784,0.961,79.31,4,reggae
258,2vKnLAfrINEAm1TndzvnVL,Mugen Rao,Thedinen,Thedinen,29,221538,False,0.845,0.497,10,-7.724,0,0.0548,0.531,6.28e-05,0.084,0.433,117.015,4,malay
259,1EU3VuKGZOvd1HTkxLPUXK,Linkin Park,Meteora (Bonus Edition),Nobody's Listening,57,178866,False,0.502,0.831,2,-3.723,1,0.295,0.105,1.3e-06,0.174,0.451,199.972,3,metal
260,2txQDhNywyVw3BdUowS9jL,disrupt,Unrest,Reality Distortion,17,205093,False,0.278,0.958,3,-7.177,1,0.145,1.21e-05,0.132,0.263,0.325,117.545,4,grindcore
261,1fSdAkbofT03q7ddO2jdss,The Kinks,Everybody's in Show-Biz (Super Deluxe),Supersonic Rocket Ship,28,211578,False,0.612,0.42,7,-15.645,1,0.0443,0.855,0.0166,0.1,0.874,150.125,4,british
262,0cEBv7oJxFp3bfTFqWFI0R,Hot Chelle Rae;Demi Lovato,Whatever,Why Don't You Love Me (feat. Demi Lovato),60,211413,False,0.53,0.802,2,-6.494,1,0.0362,0.121,0.0,0.118,0.566,148.054,3,punk
263,28IXLE3uhY2qgRO9cGkiXr,Fagner,Ensaio,Canteiros,52,329429,False,0.436,0.27,2,-17.508,1,0.0462,0.865,0.00127,0.189,0.421,140.012,4,mpb
264,7wT3TmTxAhF1gmbojLhnVd,Germaine Franco,Encanto (Trilha Sonora Original em Português),Meet La Familia,30,128345,False,0.814,0.32,0,-14.865,1,0.0974,0.454,0.841,0.0795,0.254,96.469,4,disney
265,61n6KSUgSDuSUiISPHLhG6,Preston,Addictive en direct du bendo,Cerebral,15,186098,True,0.352,0.487,7,-7.977,0,0.0405,0.547,0.000164,0.125,0.299,189.631,4,idm
266,2pSsHnjAgEPjHmet7ChlHQ,James Blake;SZA,Friends That Break Your Heart,Coming Back (feat. SZA),65,195905,True,0.653,0.496,10,-7.262,0,0.0868,0.625,0.274,0.151,0.102,86.013,4,electronic
267,5KtxvxuGzWnXqEpdX7aRwW,Confess,In Pursuit of Dreams,Aborted Déjàvu,0,308040,True,0.209,0.91,7,-2.979,1,0.0681,1.22e-05,0.092,0.372,0.305,108.692,4,iranian
268,573MrPA4ZIFdJPLbPXKrCT,Kiiara,Gourmet Soul,Gold,0,225882,False,0.598,0.412,5,-9.328,0,0.333,0.623,0.00243,0.134,0.409,112.999,5,indie-pop
269,32TKQVwtSGCHIqmbmaNdFj,New Order,Movement,Dreams Never End - 2015 Remaster,58,195306,False,0.606,0.913,9,-7.865,1,0.0417,0.0154,0.905,0.326,0.817,146.15,4,synth-pop
270,37HhnXqIRFSSJXWsysl6B7,HYBS,Making Steak,Ride,64,181622,False,0.757,0.393,5,-7.942,1,0.212,0.788,0.000986,0.0501,0.715,77.985,4,chill
271,2xJLyTiJMW1XzSdCj4KtNQ,Addict.;Federico Martelli;Byjoelmichael,You and Me,You and Me,47,165403,False,0.704,0.364,4,-13.02,1,0.0811,0.652,0.122,0.0987,0.159,77.994,4,sad
272,3lCpv5qj1dDMGeqQ642dCU,Grupo Presença,Pagode do Presença (Ao Vivo),Medley: Cobaia / Infarto / Notificação Preferida - Ao Vivo,48,470634,False,0.439,0.587,5,-8.309,1,0.0382,0.57,0.0,0.35,0.655,142.104,4,pagode
273,30Von2ZqdqjCchAx1EZw7o,Mokhov,Magic Times,Miracle Echoes,8,272000,False,0.561,0.702,4,-6.965,0,0.0311,0.0172,0.927,0.144,0.592,149.998,4,idm
274,72E3wMPI5tVY7VoEWLSuhf,Ella Fitzgerald,CHRISTMAS TOP HITS 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
275,0akM7cwQ5xLQIIlTeWzubk,The Summer Set,Legendary,Boomerang,56,209732,False,0.646,0.926,6,-2.531,0,0.15,0.0452,0.0,0.2,0.797,93.998,4,piano
276,2kDe0QRaCBKIh8QY64GDvK,Bethel Music;Jenn Johnson,We Will Not Be Shaken (Live),In Over My Head (Crash Over Me) - Live,49,298681,False,0.416,0.392,9,-8.97,1,0.0282,0.205,0.0294,0.0833,0.0896,141.8,3,world-music
277,54iuh2iFkKKEKYeIaFvI1b,Ten City,"THAT WAS THEN, THIS IS NOW",Joy & Pain,4,309160,False,0.708,0.707,0,-8.954,1,0.0332,0.00181,0.0,0.0432,0.716,123.102,4,chicago-house
278,6Xlnhht2brHigHH9qaXMQW,Los Teen Tops,La Gran Coleccion Del 60 Aniversario CBS - Los Teen Tops,Pensaba en Ti,28,203893,False,0.492,0.319,9,-11.747,1,0.0319,0.703,0.0,0.125,0.536,108.385,3,rockabilly
279,40mSjbhKvOJuPpg6vahENQ,Carajo,Inmundo,Chico Granada,42,214733,False,0.458,0.957,8,-3.949,1,0.081,0.00445,0.000115,0.0853,0.394,159.855,4,metal
280,0wmYhNkWpiCv8UChUSZavw,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,Mozart: A Night of Classics,19 Minuets K.103: No. 16 in G,26,42000,False,0.521,0.143,7,-16.338,1,0.0493,0.971,0.0,0.177,0.721,152.807,3,classical
281,1Eu8T7TxbcrlZ1oE8Eccxd,George Jones,I Am What I Am (Expanded Edition),If Drinkin' Don't Kill Me (Her Memory Will),50,189933,False,0.607,0.32,6,-13.036,1,0.03,0.582,0.0,0.168,0.234,89.78,3,honky-tonk
282,5Fa4lf5hoQ4qCvFfGYcA6W,Roots Manuva,Run Come Save Me,Dub Styles,23,160920,True,0.797,0.851,7,-4.089,1,0.273,0.0155,0.000866,0.15,0.759,94.048,4,trip-hop
283,5YdnOm5990Kfq1Jodws98B,Felix Jaehn;Ray Dalton,Call It Love,Call It Love,77,154560,False,0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,4,house
284,1WfkLWberK650GDPDoc5uf,Spineshank,Post-Millennial Noise,Smothered,0,190840,False,0.59,0.944,5,-3.596,0,0.0496,4.69e-05,0.000107,0.0553,0.694,124.81,4,groove
285,47AOrVM9akhsb59TD6ijjz,Chuck Berry,Christmas Eve At Home,Run Rudolph Run,0,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,rock-n-roll
286,2FzUQFO5RnJNROrFleXolq,Insult,Emobashing Fastcore Pimps,Insanity Reigns Supreme,16,132493,False,0.272,0.976,11,-6.809,1,0.152,9.92e-05,0.0377,0.783,0.146,104.508,1,grindcore
287,2CXF3c5KrBsXZygtyQJtq9,iamjakehill,Wake Up,Wake Up,54,158316,True,0.775,0.658,2,-5.119,1,0.175,0.0988,0.0,0.111,0.325,139.978,4,emo
288,1mSviQV9iQnGSRyvTIuxAj,Alvaro Diaz;Rauw Alejandro,Felicilandia,Problemón,75,192613,False,0.706,0.739,10,-3.753,1,0.0586,0.266,2.62e-05,0.126,0.371,91.906,4,latino
289,0XZ7s9UpQNmSOvRj0AaZH7,The Him;Ivy Adara,Everybody Hurts,Everybody Hurts,49,173454,False,0.715,0.88,8,-5.151,0,0.233,0.0734,0.000173,0.369,0.773,103.063,4,deep-house
290,7lekmoc4i0EunGhvfqYzPl,Eikichi Yazawa,アルバム未収録集 (50th Anniversary Remastered),あの日のように - Remastered 2022,35,289692,False,0.454,0.573,7,-9.0,1,0.0304,0.201,0.000207,0.0734,0.539,206.101,4,j-rock
291,7ridH3hy4aXG6Kn1XomKrO,Holding Absence,The Greatest Mistake of My Life,Afterlife,66,226546,False,0.475,0.963,5,-2.651,0,0.0601,0.0016,0.0,0.344,0.355,134.013,4,metalcore
292,7fJCh476dJ84H0WzUeOjXE,Solomon Burke,Perfect Christmas Hits,Presents for Christmas,0,193493,False,0.594,0.815,10,-9.223,0,0.216,0.668,0.0,0.324,0.54,114.316,4,funk
293,1Mua0g96hUldJWj00GDsel,Marconi Union,Weightless (Ambient Transmission Vol. 2),Weightless Part 6,53,310146,False,0.273,0.174,4,-19.513,0,0.0368,0.819,0.963,0.147,0.286,64.758,4,ambient
294,4kEc25aU0WbmcoIAWwPpJT,Francisco Canaro;Gardel,"Tangos para Aficionados, Vol. 1",Silencio,0,162600,False,0.541,0.22,7,-11.114,0,0.108,0.993,0.152,0.262,0.439,70.21,4,tango
295,2xwnLnJVEKEjlg7QxwWX4T,Kenny Baker,Plays Bill Monroe,Jerusalem Ridge,25,214426,False,0.595,0.393,9,-15.391,0,0.0407,0.828,0.125,0.123,0.716,122.644,4,bluegrass
296,4SRjOgmXYobXI6YUXH29IJ,Seringai,Taring,Program Party Seringai,38,249786,False,0.648,0.8,0,-5.433,1,0.106,0.0059,2.12e-06,0.667,0.37,94.991,4,hardcore
297,2Iq6Tyb3llyf5bXYMotApc,Jean-Michel Blais,Dans ma main,igloo,23,274946,False,0.438,0.389,1,-15.695,0,0.0403,0.888,0.885,0.106,0.23,84.066,4,ambient
298,71tQk3O7TH6PAyRMIqD8TU,José Rodríguez;Landa La Sensación,Baila Para Que Brilles,Me Tienes Enamorado,31,236499,False,0.802,0.694,5,-6.854,1,0.0426,0.378,0.000286,0.0728,0.881,160.0,4,salsa
299,1xGX57W7WQVN5TYEnCdZgo,Imelda May,No Turning Back,Dealing with the Devil,21,138933,True,0.661,0.881,9,-4.433,1,0.0461,0.223,8e-05,0.271,0.96,79.345,3,rockabilly
300,6gRNHsOFHyfAq5OJkzDT7M,The Beach Boys,pov: you have a holly jolly christmas,Frosty The Snowman - 1991 Remix,0,114551,False,0.426,0.473,5,-7.924,1,0.0335,0.353,0.0,0.0234,0.937,181.752,4,psych-rock
301,3VV3wZQRliZskw3EhQhIuG,Vitinho;Gaab,"Retomada, Vol. 1 (Ao Vivo)",Perco a Linha - Ao Vivo,44,170028,True,0.518,0.693,1,-6.421,1,0.152,0.666,0.0,0.23,0.752,72.082,4,pagode
302,4dI3UmOl7scnyCU4KgaaNO,grandson,20's Rock,In Over My Head,0,198365,True,0.582,0.817,0,-6.475,1,0.0399,0.0017,0.0158,0.575,0.622,155.124,4,alternative
303,7m8A3LgFmtjCKUl83cm4vI,Project AER;v i v,How Are You? I'm Okay,Rakka,6,155999,False,0.706,0.257,2,-15.147,1,0.0589,0.937,0.895,0.131,0.258,126.006,4,guitar
304,3G1DSRBTgxytBpYqkscT2q,Linkin Park,Meteora (Bonus Edition),From the Inside - Live LP Underground Tour 2003,46,175960,False,0.44,0.961,1,-4.467,0,0.0787,0.000993,0.000102,0.409,0.542,95.035,3,grunge
305,0tYEsmdrsv5Fi3UOn58bou,Tricky,Maxinquaye (Deluxe Edition),Overcome,48,270093,False,0.814,0.599,2,-13.007,1,0.232,0.43,0.736,0.0904,0.752,82.278,4,trip-hop
306,1dvlY1iYFNgO7SFWRGHB3x,Wisin & Yandel,Halloween 2022 Perreo Vol. 3,Pegao,2,234546,False,0.792,0.804,3,-4.752,1,0.259,0.537,0.0,0.342,0.807,96.041,4,reggae
307,6sSyHED31Nw3Blus6oSrU4,Misfits,Anthems for Witches 2022,Halloween,0,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,punk-rock
308,1UBQ5GK8JaQjm5VbkBZY66,ZZ Top,Eliminator,Sharp Dressed Man - 2008 Remaster,73,258026,False,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,4,hard-rock
309,29otkeEskC9szSlh3UAAbH,Deuter,Space,Resonance Blue,24,657173,False,0.117,0.039,0,-24.037,1,0.0407,0.985,0.924,0.0724,0.033,86.685,4,new-age
310,1kCloeVtgSTBAfnhOEZJ2c,Zackey Force Funk,4 X 4 Scorpion,Around My Way,32,283626,False,0.953,0.462,7,-8.336,1,0.172,0.107,0.13,0.0293,0.844,114.006,4,synth-pop
311,0fYVliAYKHuPmECRs1pbRf,X Ambassadors,VHS,Renegades,76,195200,False,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,4,alternative
312,4PuUa8e5s7P3Zv1IdCGIsa,Ray LaMontagne,Part Of The Light,Such A Simple Thing,65,296386,False,0.522,0.256,10,-11.216,1,0.0258,0.86,0.000806,0.142,0.13,76.349,4,acoustic
313,3jMLZmglAXlcw9c6gUpx3b,Sascha Funke,IFA,MZ,45,381996,False,0.666,0.321,1,-11.083,1,0.0843,0.000576,0.798,0.0905,0.399,119.999,4,minimal-techno
314,57MKnLN5IqjuACXBm01saz,Raghu Dixit,Tholi Prema,Break The Rules,39,246093,False,0.766,0.893,4,-3.956,0,0.0916,0.53,0.000521,0.0565,0.508,127.961,4,folk
315,3gXoVU6kukEWHStSpU4cmu,Fejo,Abhyasam Ariyatha Komali,Abhyasam Ariyatha Komali,16,236392,False,0.773,0.337,10,-12.578,1,0.0364,0.855,0.0,0.146,0.486,112.49,3,malay
316,56TOfxnRzSRbFRw8J6C4IT,Josh A;iamjakehill,Better off Dead,Suicidal Thoughts,69,181727,True,0.372,0.656,1,-6.086,1,0.0776,0.217,0.0,0.418,0.15,140.171,4,sad
317,76IkF7pA7RscjDTvOFT4vb,Stefflon Don;French Montana,Hurtin' Me,Hurtin' Me,61,212815,False,0.535,0.794,0,-4.933,1,0.161,0.102,1.52e-05,0.144,0.799,203.712,4,dancehall
318,5mrfBg8A92Ypp7yZcZLzZ5,The Monkees,Holly Jolly Christmas,Unwrap You at Christmas,0,212080,False,0.671,0.801,10,-3.366,1,0.0322,0.247,0.0,0.328,0.473,127.994,4,folk
319,14fIlfcmFPlj4V2IazeJ25,Dom Dolla,Take It,Take It,63,234440,False,0.851,0.742,0,-6.126,1,0.0377,0.0259,0.256,0.111,0.236,123.033,4,deep-house
320,5DvT8tKxOnWdfDhmpoQILU,Brings,"Polka, Polka, Polka","Polka, Polka, Polka - Single Version",25,222966,False,0.814,0.803,9,-4.571,0,0.0586,0.226,0.0,0.055,0.854,125.022,4,party
321,2k3NAOhrpY4DJJlt5XjDKF,Jay Chou,魔杰座,蘭亭序,53,251960,False,0.43,0.54,2,-8.058,1,0.0328,0.317,0.0,0.375,0.342,152.051,4,mandopop
322,2ldBp6eNIE4wk8C3j0bz8n,SIX;Renée Lamb,Six: The Musical (Studio Cast Recording),No Way,61,241501,False,0.629,0.713,5,-6.498,0,0.173,0.0306,0.0,0.173,0.511,119.363,4,show-tunes
323,3xQ7tHivJMHSvJfUeNvyc7,cehryl,Dead Knot,Dead Knot,54,237366,False,0.607,0.581,1,-8.182,1,0.0284,0.024,0.0026,0.128,0.348,94.493,4,chill
324,7axJf0rBRxyTk397LbJpTt,Pitty;Drik Barbosa;WEKS,Casulo,Diamante,41,224522,False,0.535,0.706,9,-4.889,1,0.0711,0.26,0.0,0.139,0.507,145.96,4,mpb
325,37JImn8x77h4VTX6V8muvE,Oswaldo Montenegro,De Passagem,Eu Quero Ser Feliz Agora,41,227096,False,0.62,0.325,2,-10.04,1,0.0349,0.598,9.01e-06,0.109,0.236,140.055,4,mpb
326,7znniOrVgnRjxIfwHjA9m6,blink-182,Alternative Christmas 2022,"Happy Holidays, You Bastard",0,42440,True,0.409,0.99,11,-2.084,1,0.115,0.02,0.0,0.513,0.962,172.715,4,punk-rock
327,40MlMSv2kkmph6XhYMOovm,Mathan;Naven,Intha Vechiko,Somberi,57,236143,False,0.707,0.795,1,-5.7,0,0.234,0.537,0.0,0.0922,0.612,187.927,4,hip-hop
328,6hBC4mnDpgsYYJKPQmsb5L,George Jones,Greatest Hits from the King of Country,"Let a Little Lovin' Come In,",12,139040,False,0.677,0.787,4,-8.678,1,0.0433,0.522,0.0,0.208,0.967,89.816,4,honky-tonk
329,02ePVbyZRQs0LQB5XrofKa,Ralphi Rosario,Greatest Hits,You Used to Hold Me,38,299946,False,0.725,0.537,8,-13.977,0,0.0448,0.000261,0.0296,0.404,0.784,123.057,4,chicago-house
330,6qzTbAFDX82BxJIBbdKPH8,小畑貴裕,約束のネバーランド Season1 Original Soundtrack,イザベラの唄,59,149200,False,0.207,0.299,10,-11.389,0,0.0385,0.955,0.286,0.111,0.156,111.011,3,anime
331,75G3D1ajCgumVJ7Kun9MbC,Brytiago;Darell,Halloween 2022 Perreo Vol. 3,Olvidando,1,229013,False,0.767,0.672,2,-4.455,0,0.182,0.12,6.18e-05,0.695,0.585,171.996,4,latino
332,5KFmTSVzYmvpRPUxdqB9NS,David Guetta;Becky Hill;Ella Henderson,Upbeat Pop,Crazy What Love Can Do,0,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4,dance
333,0D0ButdiKwYIzmc9Xx5u9i,fenekot,Habits (Stay High),Habits (Stay High),53,135306,False,0.816,0.226,10,-11.314,1,0.0983,0.739,6.68e-06,0.112,0.141,97.938,4,chill
334,4VgYtXCVJ7IbWAZ5ryfvEQ,Nicky Jam;Daddy Yankee,Muévelo,Muévelo,68,194892,False,0.594,0.808,7,-2.409,1,0.0489,0.415,1.39e-05,0.565,0.919,188.09,4,reggaeton
335,5DyBTivjORrpNhJkJj2Ao5,thuy;Lil Kev,All Night Long,All Night Long,61,214800,True,0.354,0.542,4,-9.61,0,0.12,0.0815,0.000424,0.09,0.0483,100.032,4,chill
336,76CBhtLnY35sDxm3LBCTvn,Don Omar,Feliz Cumpleaños con Perreo,Dale Don Dale,1,212413,False,0.831,0.818,2,-7.827,1,0.0824,0.0245,0.000319,0.0892,0.819,95.022,4,hip-hop
337,4bY2oZGA5Br3pTE1Jd1IfY,Nogizaka46,バレッタ TypeD,月の大きさ,57,236293,False,0.555,0.941,9,-3.294,0,0.0481,0.484,0.0,0.266,0.813,92.487,4,j-pop
338,5nmLyv44kBygz9RWHshhG6,Alessia Cara,Frühstücksmusik Herbst/Winter 2022/2023,Sweet Dream,0,181881,False,0.76,0.532,0,-9.177,1,0.127,0.252,0.0,0.252,0.5,123.064,4,electro
339,2nph8SCHm3iOzchcOFlUWI,Salgadinho;Vou pro Sereno,Ainda Resta Uma Bagagem,Ainda Resta Uma Bagagem,42,216792,False,0.644,0.921,4,-4.431,0,0.0442,0.452,0.0,0.246,0.949,94.963,4,pagode
340,485MkQBLrOyThyLmtWTdX5,Kill Paris;Imad Royal;ILLENIUM,Operate (Illenium Remix),Operate - Illenium Remix,43,264945,False,0.54,0.705,8,-4.046,1,0.053,0.0618,0.000849,0.111,0.131,91.94,4,dubstep
341,6Fvdk2eTzxEa9JsUUa1kP2,Palash Sen;Euphoria,Phir Dhoom,Maaeri,48,332733,False,0.389,0.586,8,-5.235,1,0.0452,0.537,0.0,0.177,0.419,77.984,4,indie
342,51rJTgn79z6SeJacLvsZ0q,Teen Idols,Teen Idols,Come Dance with Me,30,79840,False,0.381,0.992,2,-3.81,1,0.075,9.45e-05,0.000289,0.307,0.585,159.646,4,power-pop
343,16BGhwv8wYXkv2mMJF7ryv,Ash King;Shashaa Tirupati,Half Girlfriend,Baarish,69,276380,False,0.465,0.769,0,-3.209,1,0.0325,0.581,0.0,0.108,0.473,87.961,4,pop
344,7LHAKF7pBqHch8o6Yo0ad5,RADWIMPS;Toaka,Suzume,Suzume,68,236390,False,0.571,0.415,2,-6.572,0,0.0305,0.615,0.0,0.187,0.342,78.025,4,rock
345,0EkSHAQktdf7R26LRQiKGQ,Cliff Richard,Christmas Music - Holiday Hits,Mistletoe and Wine,0,245333,False,0.498,0.432,9,-14.386,1,0.0345,0.688,0.0,0.136,0.365,135.015,3,rock-n-roll
346,082Cr7DXmyXxmJUI8TePy7,Larry The Cable Guy,Remain Seated,Christmas is My Favorite,22,215537,False,0.508,0.795,9,-12.021,1,0.961,0.708,0.0,0.872,0.0798,74.795,3,comedy
347,3TQbr3G3U5wlwEJejmqC1F,John Mayer,The Search for Everything,Never on the Day You Leave,56,220866,False,0.536,0.355,2,-8.61,1,0.0259,0.733,1.22e-05,0.138,0.22,139.888,4,singer-songwriter
348,7tbzfR8ZvZzJEzy6v0d6el,Ritviz,Dev,Liggi,68,181176,False,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,4,pop-film
349,1bt13Ik03aWeJR9hDOSARt,Doyle Lawson & Quicksilver,Life is a Story,Life To My Days,20,189293,False,0.513,0.583,3,-6.645,1,0.0303,0.791,0.0,0.333,0.531,180.095,4,bluegrass
350,0jX6dTvc8U8Nevz7XBYjzR,Anthony Lazaro,Rock Paper Scissors,Coffee Cup,48,176035,False,0.75,0.284,7,-12.079,1,0.0766,0.899,0.000109,0.273,0.593,119.962,4,j-pop
351,1FGNS493UKaQOSLLy5JBId,Legião Urbana,A Tempestade,Mil Pedaços,44,203253,False,0.685,0.131,7,-15.824,1,0.0298,0.651,0.000536,0.141,0.183,109.176,4,brazil
352,0jI1SHJ4P9m5T3w4hSy8Kd,Virginia Lopez,Los Grandes Exitos De Virginia Lopez - A Peticion Del Publici,Cariñito Azucarado,36,153253,False,0.49,0.914,0,-5.655,1,0.0622,0.619,0.0,0.533,0.925,133.613,4,rock-n-roll
353,3spb5t82ClQNkHb0fSFgIh,Thyron,Brink Of Madness,Brink Of Madness,21,264000,False,0.51,0.86,3,-4.033,0,0.0915,0.013,0.0,0.0786,0.171,155.126,4,hardstyle
354,6rmTI4qrd6b2iJddcCJy3A,The Avett Brothers,Christmas Vibes But Not Christmas Songs,Winter In My Heart,0,294960,False,0.409,0.198,9,-10.832,1,0.0293,0.751,0.000712,0.082,0.14,132.782,4,r-n-b
355,5Jq8ISsgnm2mPRqJi1swaZ,Steppenwolf,Обратно в клас - rock,Born To Be Wild - Single Version,1,216693,False,0.468,0.81,9,-8.33,1,0.0724,0.00169,0.0314,0.567,0.464,145.589,4,blues
356,6A6PDawvZIfnJHW40sBHzz,The Score,ATLAS,Miracle,59,206400,False,0.638,0.766,11,-4.12,0,0.0368,0.0621,0.0,0.273,0.588,129.987,4,alt-rock
357,7nCD5l7GrFyt6o1mstCUFr,Gojira,Magma,The Cell,51,197906,False,0.224,0.972,0,-3.988,0,0.0769,4.75e-06,0.14,0.112,0.161,113.354,4,death-metal
358,0tpwqQhdfJXRcUDSNRjb9O,Arijit Singh;Neeti Mohan;Rashmi Virag,"Mere Yaaraa (From ""Sooryavanshi"")","Mere Yaaraa (From ""Sooryavanshi"")",73,285163,False,0.324,0.539,2,-8.076,1,0.038,0.713,3.15e-05,0.118,0.486,120.526,4,pop-film
359,1ZozJfi8u9cO2Ob8KwiwNT,Creed,Human Clay,Higher,71,316733,False,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,4,metal
360,5lYMpFuFYlgpSDIHBV2Goy,Icona Pop;Charli XCX,Running Songs,I Love It,1,155733,False,0.731,0.886,1,-3.228,1,0.027,0.0281,4.59e-06,0.226,0.797,125.992,4,edm
361,3QIPgdsvQpX6caei3iNJCe,Linkin Park,Hybrid Theory (20th Anniversary Edition),Forgotten,47,194426,False,0.616,0.947,8,-3.817,0,0.11,0.0132,0.0,0.366,0.498,108.198,4,grunge
362,4GAUBTuCS1EfQbGpeFHKyI,Koyo,Painting Words into Lines,Hanging from Grace,29,113053,True,0.387,0.866,5,-6.979,1,0.0567,0.000362,0.000597,0.215,0.491,137.598,4,hardcore
363,2zAonF9EvsfVBwEkAizQEd,Barns Courtney;Lennon Stella,Alternative Christmas 2022,"Baby, It’s Cold Outside",0,115867,False,0.678,0.637,1,-5.144,1,0.0866,0.559,0.0,0.0334,0.715,86.036,4,alt-rock
